priority	source	score	tag	file	line	text	same_line_export_ids	context
10	plausible	0	literary-check	011.高等教育问题.txt	203	‘哲学’系	LACW-140	孙：我认为译成“士林”与“烦琐”，都各有附议（Connotation），容易启人误会及遐想。“经院哲学”比较洽当，也比较中肯，无褒无贬，不过教会当局不太欢迎，觉得不够味儿。在外国，许多天主教大学的哲学系不叫哲学系，在“哲学”一词上面要冠上“经院”的招牌，叫“经院哲学系”（Department of Scholastic Philosophy），我觉得很值得母校参考，这样一来，挂羊头，就卖羊肉，童叟无欺，来个“姜太公钓鱼，愿者上鈎”。因为敝母校所授的哲学，即使算是哲学的话，充其量也只能算天下许许多多林林总总的哲学派别之中的一支而已，顶不起那块“‘哲学’系”及“‘哲学’研究所”的大招牌，规矩点，还是换块小字号。
10	plausible	0	literary-check	011.高等教育问题.txt	203	‘哲学’研究所	LACW-140	孙：我认为译成“士林”与“烦琐”，都各有附议（Connotation），容易启人误会及遐想。“经院哲学”比较洽当，也比较中肯，无褒无贬，不过教会当局不太欢迎，觉得不够味儿。在外国，许多天主教大学的哲学系不叫哲学系，在“哲学”一词上面要冠上“经院”的招牌，叫“经院哲学系”（Department of Scholastic Philosophy），我觉得很值得母校参考，这样一来，挂羊头，就卖羊肉，童叟无欺，来个“姜太公钓鱼，愿者上鈎”。因为敝母校所授的哲学，即使算是哲学的话，充其量也只能算天下许许多多林林总总的哲学派别之中的一支而已，顶不起那块“‘哲学’系”及“‘哲学’研究所”的大招牌，规矩点，还是换块小字号。
10	plausible	0	literary-check	011.高等教育问题.txt	203	烦琐	LACW-140	孙：我认为译成“士林”与“烦琐”，都各有附议（Connotation），容易启人误会及遐想。“经院哲学”比较洽当，也比较中肯，无褒无贬，不过教会当局不太欢迎，觉得不够味儿。在外国，许多天主教大学的哲学系不叫哲学系，在“哲学”一词上面要冠上“经院”的招牌，叫“经院哲学系”（Department of Scholastic Philosophy），我觉得很值得母校参考，这样一来，挂羊头，就卖羊肉，童叟无欺，来个“姜太公钓鱼，愿者上鈎”。因为敝母校所授的哲学，即使算是哲学的话，充其量也只能算天下许许多多林林总总的哲学派别之中的一支而已，顶不起那块“‘哲学’系”及“‘哲学’研究所”的大招牌，规矩点，还是换块小字号。
10	plausible	0	literary-check	011.高等教育问题.txt	203	经院	LACW-140	孙：我认为译成“士林”与“烦琐”，都各有附议（Connotation），容易启人误会及遐想。“经院哲学”比较洽当，也比较中肯，无褒无贬，不过教会当局不太欢迎，觉得不够味儿。在外国，许多天主教大学的哲学系不叫哲学系，在“哲学”一词上面要冠上“经院”的招牌，叫“经院哲学系”（Department of Scholastic Philosophy），我觉得很值得母校参考，这样一来，挂羊头，就卖羊肉，童叟无欺，来个“姜太公钓鱼，愿者上鈎”。因为敝母校所授的哲学，即使算是哲学的话，充其量也只能算天下许许多多林林总总的哲学派别之中的一支而已，顶不起那块“‘哲学’系”及“‘哲学’研究所”的大招牌，规矩点，还是换块小字号。
10	plausible	0	literary-check	011.高等教育问题.txt	203	经院哲学	LACW-140	孙：我认为译成“士林”与“烦琐”，都各有附议（Connotation），容易启人误会及遐想。“经院哲学”比较洽当，也比较中肯，无褒无贬，不过教会当局不太欢迎，觉得不够味儿。在外国，许多天主教大学的哲学系不叫哲学系，在“哲学”一词上面要冠上“经院”的招牌，叫“经院哲学系”（Department of Scholastic Philosophy），我觉得很值得母校参考，这样一来，挂羊头，就卖羊肉，童叟无欺，来个“姜太公钓鱼，愿者上鈎”。因为敝母校所授的哲学，即使算是哲学的话，充其量也只能算天下许许多多林林总总的哲学派别之中的一支而已，顶不起那块“‘哲学’系”及“‘哲学’研究所”的大招牌，规矩点，还是换块小字号。
10	plausible	0	literary-check	011.高等教育问题.txt	203	经院哲学系	LACW-140	孙：我认为译成“士林”与“烦琐”，都各有附议（Connotation），容易启人误会及遐想。“经院哲学”比较洽当，也比较中肯，无褒无贬，不过教会当局不太欢迎，觉得不够味儿。在外国，许多天主教大学的哲学系不叫哲学系，在“哲学”一词上面要冠上“经院”的招牌，叫“经院哲学系”（Department of Scholastic Philosophy），我觉得很值得母校参考，这样一来，挂羊头，就卖羊肉，童叟无欺，来个“姜太公钓鱼，愿者上鈎”。因为敝母校所授的哲学，即使算是哲学的话，充其量也只能算天下许许多多林林总总的哲学派别之中的一支而已，顶不起那块“‘哲学’系”及“‘哲学’研究所”的大招牌，规矩点，还是换块小字号。
10	plausible	0	literary-check	011.高等教育问题.txt	203	士林	LACW-140	孙：我认为译成“士林”与“烦琐”，都各有附议（Connotation），容易启人误会及遐想。“经院哲学”比较洽当，也比较中肯，无褒无贬，不过教会当局不太欢迎，觉得不够味儿。在外国，许多天主教大学的哲学系不叫哲学系，在“哲学”一词上面要冠上“经院”的招牌，叫“经院哲学系”（Department of Scholastic Philosophy），我觉得很值得母校参考，这样一来，挂羊头，就卖羊肉，童叟无欺，来个“姜太公钓鱼，愿者上鈎”。因为敝母校所授的哲学，即使算是哲学的话，充其量也只能算天下许许多多林林总总的哲学派别之中的一支而已，顶不起那块“‘哲学’系”及“‘哲学’研究所”的大招牌，规矩点，还是换块小字号。
10	plausible	0	literary-check	011.高等教育问题.txt	203	哲学	LACW-140	孙：我认为译成“士林”与“烦琐”，都各有附议（Connotation），容易启人误会及遐想。“经院哲学”比较洽当，也比较中肯，无褒无贬，不过教会当局不太欢迎，觉得不够味儿。在外国，许多天主教大学的哲学系不叫哲学系，在“哲学”一词上面要冠上“经院”的招牌，叫“经院哲学系”（Department of Scholastic Philosophy），我觉得很值得母校参考，这样一来，挂羊头，就卖羊肉，童叟无欺，来个“姜太公钓鱼，愿者上鈎”。因为敝母校所授的哲学，即使算是哲学的话，充其量也只能算天下许许多多林林总总的哲学派别之中的一支而已，顶不起那块“‘哲学’系”及“‘哲学’研究所”的大招牌，规矩点，还是换块小字号。
10	plausible	0	literary-check	014.粗谈中国知识分子五病.txt	7	保守	LACW-033|LACW-034|LACW-035|LACW-036|LACW-037|LACW-038	造成中国知识分子特殊地位的基本原因有三：一是农业社会，二是威权局面，三是文字艰难。农业社会和威权局面，需要的是一种“知命”“务本”“保守”“服从”的架构，这一架构不能全靠老子的板子或皇帝的斧鉞，“马上得天下”并不能“马上治天下”，要想得而治之，就得下马请教书生，要书生制造抽象的架构去平衡，去控制。据说书生也有“马上”的时候，所谓“上马能击贼”之类。不过那时候，国不亡也差不多了。而该书生上马之前，照例总又“倚马”万言一番，恐怕万言未了，早已被贼所击，最后命短的自然“骂贼而死”；命大的只好“奈何从贼”了！
10	plausible	0	literary-check	014.粗谈中国知识分子五病.txt	7	服从	LACW-033|LACW-034|LACW-035|LACW-036|LACW-037|LACW-038	造成中国知识分子特殊地位的基本原因有三：一是农业社会，二是威权局面，三是文字艰难。农业社会和威权局面，需要的是一种“知命”“务本”“保守”“服从”的架构，这一架构不能全靠老子的板子或皇帝的斧鉞，“马上得天下”并不能“马上治天下”，要想得而治之，就得下马请教书生，要书生制造抽象的架构去平衡，去控制。据说书生也有“马上”的时候，所谓“上马能击贼”之类。不过那时候，国不亡也差不多了。而该书生上马之前，照例总又“倚马”万言一番，恐怕万言未了，早已被贼所击，最后命短的自然“骂贼而死”；命大的只好“奈何从贼”了！
10	plausible	0	literary-check	014.粗谈中国知识分子五病.txt	7	务本	LACW-033|LACW-034|LACW-035|LACW-036|LACW-037|LACW-038	造成中国知识分子特殊地位的基本原因有三：一是农业社会，二是威权局面，三是文字艰难。农业社会和威权局面，需要的是一种“知命”“务本”“保守”“服从”的架构，这一架构不能全靠老子的板子或皇帝的斧鉞，“马上得天下”并不能“马上治天下”，要想得而治之，就得下马请教书生，要书生制造抽象的架构去平衡，去控制。据说书生也有“马上”的时候，所谓“上马能击贼”之类。不过那时候，国不亡也差不多了。而该书生上马之前，照例总又“倚马”万言一番，恐怕万言未了，早已被贼所击，最后命短的自然“骂贼而死”；命大的只好“奈何从贼”了！
10	plausible	0	literary-check	014.粗谈中国知识分子五病.txt	7	知命	LACW-033|LACW-034|LACW-035|LACW-036|LACW-037|LACW-038	造成中国知识分子特殊地位的基本原因有三：一是农业社会，二是威权局面，三是文字艰难。农业社会和威权局面，需要的是一种“知命”“务本”“保守”“服从”的架构，这一架构不能全靠老子的板子或皇帝的斧鉞，“马上得天下”并不能“马上治天下”，要想得而治之，就得下马请教书生，要书生制造抽象的架构去平衡，去控制。据说书生也有“马上”的时候，所谓“上马能击贼”之类。不过那时候，国不亡也差不多了。而该书生上马之前，照例总又“倚马”万言一番，恐怕万言未了，早已被贼所击，最后命短的自然“骂贼而死”；命大的只好“奈何从贼”了！
