priority	kind	score	tag	file	line	text	same_line_export_ids	context
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	57	贤妻良母	LASXGJ-004	在中国传统的观念中，一个女人的路线，只是“贤妻良母”的路线。这是一条单行道，一条非常狭窄的单行道。夹在这条单行道两边的，是丈夫的拖鞋、子女的尿布、厨房的锅碗瓢盆、邻居的八舌七嘴。故中国的女性，只是男人的附属品，她的一切生老病死、富贫荣枯，都以丈夫的变化为函数。她自己，并没有真正的自己。中国的传统观念，也从不允许女人有她的自己。传统的女人，在“贤妻良母”以外，多认识一些字，多写一首小词小令，已属难得，并且也接近“大逆不道”的边缘，因为“女子无才便是德”。女子的“完成”，并不以“才”为充要条件，甚至“才”还是她“不守妇道”的张本。所以流风所及，中国历史上至多只有伟大的“母性”，并没有伟大的“女性”。中国历史上不会有“女思想家”、“女社会改革家”、“女叛徒”、“女飞行家”……中国的传统不鼓励女人去走这些路，要走也走不成。中国的女人不论长得多么高，也要被男人踩在肩膀上。正所谓女高一尺，男也高一尺，因为女人那一尺，就是间接为男人高的。
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	65	好学生	LASXGJ-008	刘秀嫚成为“英雄”，“英雌”的基本路数，必须建筑在她的一些基本改变之上。她必须彻底认清世俗的表演、剪彩那一套，绝对不是有意义的行径；做“孝子”、“好学生”那一套，也不是终极的目标。她该想想陆放翁那“欲求灵药换凡骨，先挽天河洗俗情”的诗句，然后进一步了解：“洗尽铅华”并不重要，重要的是，“洗尽”她在这个地区多年被感染、被辐射的“俗情”。她该知道：她的见解与头脑，可能远不及她的美丽的程度，不但不及，甚至非常不成比例。她如果不努力拉近这个比例，她必将成为一个世俗的美人，终将凋谢而去，变成每一个“中国小姐”“环球小姐”的下场，并无例外。
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	65	环球小姐	LASXGJ-008	刘秀嫚成为“英雄”，“英雌”的基本路数，必须建筑在她的一些基本改变之上。她必须彻底认清世俗的表演、剪彩那一套，绝对不是有意义的行径；做“孝子”、“好学生”那一套，也不是终极的目标。她该想想陆放翁那“欲求灵药换凡骨，先挽天河洗俗情”的诗句，然后进一步了解：“洗尽铅华”并不重要，重要的是，“洗尽”她在这个地区多年被感染、被辐射的“俗情”。她该知道：她的见解与头脑，可能远不及她的美丽的程度，不但不及，甚至非常不成比例。她如果不努力拉近这个比例，她必将成为一个世俗的美人，终将凋谢而去，变成每一个“中国小姐”“环球小姐”的下场，并无例外。
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	65	洗尽	LASXGJ-008	刘秀嫚成为“英雄”，“英雌”的基本路数，必须建筑在她的一些基本改变之上。她必须彻底认清世俗的表演、剪彩那一套，绝对不是有意义的行径；做“孝子”、“好学生”那一套，也不是终极的目标。她该想想陆放翁那“欲求灵药换凡骨，先挽天河洗俗情”的诗句，然后进一步了解：“洗尽铅华”并不重要，重要的是，“洗尽”她在这个地区多年被感染、被辐射的“俗情”。她该知道：她的见解与头脑，可能远不及她的美丽的程度，不但不及，甚至非常不成比例。她如果不努力拉近这个比例，她必将成为一个世俗的美人，终将凋谢而去，变成每一个“中国小姐”“环球小姐”的下场，并无例外。
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	65	洗尽铅华	LASXGJ-008	刘秀嫚成为“英雄”，“英雌”的基本路数，必须建筑在她的一些基本改变之上。她必须彻底认清世俗的表演、剪彩那一套，绝对不是有意义的行径；做“孝子”、“好学生”那一套，也不是终极的目标。她该想想陆放翁那“欲求灵药换凡骨，先挽天河洗俗情”的诗句，然后进一步了解：“洗尽铅华”并不重要，重要的是，“洗尽”她在这个地区多年被感染、被辐射的“俗情”。她该知道：她的见解与头脑，可能远不及她的美丽的程度，不但不及，甚至非常不成比例。她如果不努力拉近这个比例，她必将成为一个世俗的美人，终将凋谢而去，变成每一个“中国小姐”“环球小姐”的下场，并无例外。
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	65	孝子	LASXGJ-008	刘秀嫚成为“英雄”，“英雌”的基本路数，必须建筑在她的一些基本改变之上。她必须彻底认清世俗的表演、剪彩那一套，绝对不是有意义的行径；做“孝子”、“好学生”那一套，也不是终极的目标。她该想想陆放翁那“欲求灵药换凡骨，先挽天河洗俗情”的诗句，然后进一步了解：“洗尽铅华”并不重要，重要的是，“洗尽”她在这个地区多年被感染、被辐射的“俗情”。她该知道：她的见解与头脑，可能远不及她的美丽的程度，不但不及，甚至非常不成比例。她如果不努力拉近这个比例，她必将成为一个世俗的美人，终将凋谢而去，变成每一个“中国小姐”“环球小姐”的下场，并无例外。
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	65	英雌	LASXGJ-008	刘秀嫚成为“英雄”，“英雌”的基本路数，必须建筑在她的一些基本改变之上。她必须彻底认清世俗的表演、剪彩那一套，绝对不是有意义的行径；做“孝子”、“好学生”那一套，也不是终极的目标。她该想想陆放翁那“欲求灵药换凡骨，先挽天河洗俗情”的诗句，然后进一步了解：“洗尽铅华”并不重要，重要的是，“洗尽”她在这个地区多年被感染、被辐射的“俗情”。她该知道：她的见解与头脑，可能远不及她的美丽的程度，不但不及，甚至非常不成比例。她如果不努力拉近这个比例，她必将成为一个世俗的美人，终将凋谢而去，变成每一个“中国小姐”“环球小姐”的下场，并无例外。
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	65	英雄	LASXGJ-008	刘秀嫚成为“英雄”，“英雌”的基本路数，必须建筑在她的一些基本改变之上。她必须彻底认清世俗的表演、剪彩那一套，绝对不是有意义的行径；做“孝子”、“好学生”那一套，也不是终极的目标。她该想想陆放翁那“欲求灵药换凡骨，先挽天河洗俗情”的诗句，然后进一步了解：“洗尽铅华”并不重要，重要的是，“洗尽”她在这个地区多年被感染、被辐射的“俗情”。她该知道：她的见解与头脑，可能远不及她的美丽的程度，不但不及，甚至非常不成比例。她如果不努力拉近这个比例，她必将成为一个世俗的美人，终将凋谢而去，变成每一个“中国小姐”“环球小姐”的下场，并无例外。
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	65	中国小姐	LASXGJ-008	刘秀嫚成为“英雄”，“英雌”的基本路数，必须建筑在她的一些基本改变之上。她必须彻底认清世俗的表演、剪彩那一套，绝对不是有意义的行径；做“孝子”、“好学生”那一套，也不是终极的目标。她该想想陆放翁那“欲求灵药换凡骨，先挽天河洗俗情”的诗句，然后进一步了解：“洗尽铅华”并不重要，重要的是，“洗尽”她在这个地区多年被感染、被辐射的“俗情”。她该知道：她的见解与头脑，可能远不及她的美丽的程度，不但不及，甚至非常不成比例。她如果不努力拉近这个比例，她必将成为一个世俗的美人，终将凋谢而去，变成每一个“中国小姐”“环球小姐”的下场，并无例外。
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	77	电影明星	LASXGJ-009	如果中国的学者和思想家以外的得人心的人物，能够出面关切思想运动、政治动向、社会改革，那么收效一定很大。尤其是一些有清望的人，如果他们能善用他们的清望，肯下海做好事，不轻易做人情面子的事，我们群体的进步一定来得更蓬勃、更快。就目前的环境说，有带头作用的老一辈和中年一辈的人物，实在已经少得可怜，而青年一辈又多在机会缺少的高压底下，爬不起来。因此偶尔有脱颖而出——不管是从哪一个路数脱颖而出——的青年一代，他们的责任，也就更来得重大，也就更不限于“独善其身”就算完事。换句话说，他们不应该仅仅是一个“作家”、一个“中国小姐”、一个“电影明星”、一个“企业家”。他们应该不仅仅是做佛经中的“自了汉”，应该联合起来，加做些别的、多说些别的。例如一个18世纪人权保障的老题目，值得大家全体注视；一个非法判决的死刑案件，值得大家一致声讨。在一个共进的群体里面，个人——尤其是有才智有地位的个人——不应该只限于“专业”上面的注意，他应该打破传统的什么明哲...
